epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,242.759,1.44462,0.66487,0.85467,0.81696,0.70201,0.76473,0.34427,2.12775,1.3368,1.18876,0.000577782,0.000577782,0.000577782
68,246.178,1.42763,0.66222,0.86111,0.84248,0.66755,0.74739,0.36027,2.06653,1.39226,1.16165,0.000561279,0.000561279,0.000561279
69,249.678,1.42083,0.65591,0.86407,0.80142,0.62984,0.73643,0.32661,2.17564,1.39693,1.176,0.000544776,0.000544776,0.000544776
70,253.302,1.43506,0.65402,0.85982,0.85201,0.67547,0.74088,0.33678,2.11647,1.4304,1.16868,0.000528272,0.000528272,0.000528272
71,256.721,1.38645,0.65303,0.86009,0.81086,0.6535,0.73804,0.3402,2.11063,1.39148,1.17809,0.000511769,0.000511769,0.000511769
72,260.408,1.38831,0.64081,0.85695,0.79569,0.68722,0.76378,0.36143,2.05626,1.308,1.15533,0.000495266,0.000495266,0.000495266
73,264.673,1.39692,0.64334,0.86102,0.82838,0.66707,0.75161,0.3619,2.03189,1.42415,1.14688,0.000478762,0.000478762,0.000478762
74,268.133,1.38683,0.64566,0.8471,0.78517,0.67397,0.73884,0.34862,2.06739,1.34516,1.14464,0.000462259,0.000462259,0.000462259
75,271.533,1.36447,0.64014,0.85263,0.88033,0.6455,0.75315,0.36224,2.07045,1.37936,1.16877,0.000445756,0.000445756,0.000445756
76,275.268,1.37826,0.64231,0.84094,0.7863,0.68172,0.74226,0.35717,1.97151,1.30618,1.16644,0.000429253,0.000429253,0.000429253
77,278.654,1.34258,0.61891,0.84638,0.85051,0.63057,0.74738,0.36247,1.97898,1.31284,1.15574,0.000412749,0.000412749,0.000412749
78,282.547,1.36451,0.62539,0.85743,0.80752,0.65522,0.74744,0.34647,2.09877,1.30599,1.16489,0.000396246,0.000396246,0.000396246
79,285.992,1.39224,0.63718,0.84583,0.84515,0.63917,0.7467,0.34368,2.08943,1.35901,1.1875,0.000379743,0.000379743,0.000379743
80,289.416,1.32432,0.61378,0.84431,0.84428,0.66098,0.74719,0.39191,2.00159,1.3062,1.16686,0.000363239,0.000363239,0.000363239
81,292.906,1.40251,0.62309,0.85516,0.89579,0.62683,0.75339,0.37443,1.96169,1.35751,1.15602,0.000346736,0.000346736,0.000346736
82,296.235,1.35414,0.62408,0.85417,0.82692,0.65579,0.72951,0.31072,2.15975,1.45809,1.18134,0.000330233,0.000330233,0.000330233
83,300.02,1.3151,0.6133,0.84235,0.85148,0.63815,0.73565,0.35772,2.03355,1.4097,1.15869,0.000313729,0.000313729,0.000313729
84,303.412,1.32835,0.61731,0.84972,0.87108,0.65048,0.74803,0.34742,1.99131,1.35779,1.16669,0.000297226,0.000297226,0.000297226
85,307.19,1.30999,0.61199,0.84523,0.85678,0.6565,0.7512,0.34289,2.09056,1.36571,1.18029,0.000280723,0.000280723,0.000280723
86,310.653,1.34324,0.62047,0.84513,0.8363,0.65498,0.74648,0.35651,2.08642,1.3886,1.17916,0.00026422,0.00026422,0.00026422
87,314.101,1.28715,0.60165,0.84154,0.90746,0.63306,0.75618,0.33359,2.14506,1.39226,1.18948,0.000247716,0.000247716,0.000247716
88,317.56,1.30841,0.60123,0.83649,0.86325,0.63983,0.74125,0.33045,2.13705,1.41493,1.17775,0.000231213,0.000231213,0.000231213
89,321.023,1.26712,0.58547,0.84533,0.81766,0.6271,0.72914,0.35202,2.10132,1.40785,1.17388,0.00021471,0.00021471,0.00021471
90,324.302,1.30604,0.59936,0.84145,0.84542,0.61586,0.72691,0.35997,2.0558,1.43512,1.18187,0.000198206,0.000198206,0.000198206
91,329.162,1.22938,0.58291,0.83686,0.793,0.64138,0.73111,0.37445,2.0512,1.38649,1.17078,0.000181703,0.000181703,0.000181703
92,332.983,1.24404,0.58252,0.8392,0.79404,0.6625,0.72926,0.34274,2.02883,1.40063,1.18796,0.0001652,0.0001652,0.0001652
93,336.414,1.20592,0.56662,0.8475,0.82403,0.64006,0.72948,0.34759,2.03764,1.39015,1.17442,0.000148696,0.000148696,0.000148696
94,340.226,1.23166,0.57722,0.84135,0.76856,0.66968,0.73154,0.35587,2.01362,1.43779,1.16808,0.000132193,0.000132193,0.000132193
95,343.967,1.20349,0.56285,0.8399,0.80184,0.63086,0.7256,0.34275,2.05951,1.49711,1.17771,0.00011569,0.00011569,0.00011569
96,347.747,1.18223,0.55514,0.83678,0.77341,0.67345,0.72851,0.34931,2.07358,1.43075,1.1703,9.91865e-05,9.91865e-05,9.91865e-05
97,351.41,1.17071,0.55273,0.84056,0.73234,0.69161,0.72987,0.34896,2.03053,1.41607,1.17086,8.26832e-05,8.26832e-05,8.26832e-05
98,354.964,1.16287,0.54766,0.83802,0.76046,0.69756,0.7398,0.34438,2.03548,1.38345,1.17398,6.61799e-05,6.61799e-05,6.61799e-05
99,358.499,1.18567,0.55661,0.83762,0.75675,0.69742,0.74024,0.34867,2.05101,1.3729,1.17291,4.96766e-05,4.96766e-05,4.96766e-05
100,362.39,1.17164,0.54826,0.84218,0.76439,0.68016,0.73914,0.35193,2.04159,1.39456,1.16817,3.31733e-05,3.31733e-05,3.31733e-05
